Time ns, Voltage uV
427.5525150905433, -176.83194774346794
427.5525150905433, -193.37589073634263
427.5525150905433, -209.9198337292164
427.5525150905433, -224.39578384798097
427.1521126760564, -238.87173396674643
427.1521126760564, -255.4156769596202
427.5525150905433, -271.959619952494
427.5525150905433, -284.36757719715024
429.154124748491, -114.79216152019035
429.154124748491, -131.33610451306413
429.154124748491, -147.88004750593882
429.154124748491, -164.4239904988126
429.154124748491, -180.96793349168638
429.154124748491, -197.51187648456107
429.154124748491, -214.05581947743485
429.154124748491, -230.59976247030863
429.154124748491, -247.14370546318332
429.154124748491, -261.6196555819479
429.55452716297793, -280.2315914489309
430.35533199195174, -114.79216152019035
430.75573440643865, -131.33610451306413
430.75573440643865, -147.88004750593882
430.75573440643865, -164.4239904988126
430.75573440643865, -180.96793349168638
430.75573440643865, -197.51187648456107
430.75573440643865, -214.05581947743485
430.75573440643865, -228.5317695961994
430.35533199195174, -247.14370546318332
430.35533199195174, -259.55166270783866
431.69000670690815, -270.5809580364221
432.490811535882, -114.79216152019035
432.3573440643863, -135.47209026128257
432.3573440643863, -152.01603325415726
432.3573440643863, -168.55997624703105
432.3573440643863, -185.10391923990483
432.3573440643863, -201.64786223277952
432.3573440643863, -218.1918052256533
432.3573440643863, -234.73574821852708
432.3573440643863, -251.27969121140177
433.1581488933602, -271.959619952494
433.95895372233406, -139.60807600950102
433.95895372233406, -156.1520190023757
433.95895372233406, -172.6959619952495
433.95895372233406, -189.23990498812327
433.95895372233406, -205.78384798099796
433.95895372233406, -222.32779097387174
433.95895372233406, -238.87173396674643
433.95895372233406, -255.4156769596202
434.75975855130787, -123.06413301662724
434.75975855130787, -269.8916270783848
435.56056338028174, -56.888361045131205
435.16016096579483, -73.43230403800499
435.56056338028174, -89.97624703087877
435.56056338028174, -106.52019002375346
435.56056338028174, -139.60807600950102
435.56056338028174, -156.1520190023757
435.56056338028174, -172.6959619952495
435.56056338028174, -189.23990498812327
435.56056338028174, -205.78384798099796
435.56056338028174, -222.32779097387174
435.56056338028174, -238.87173396674643
435.56056338028174, -255.4156769596202
436.36136820925555, 5.151425178147292
436.36136820925555, -11.392517814727398
436.36136820925555, -27.93646080760118
436.36136820925555, -44.48040380047496
436.4948356807512, -123.06413301662724
437.1621730382294, 50.6472684085511
436.7617706237425, 34.10332541567686
437.1621730382294, -63.09233966745887
437.1621730382294, -81.70427553444188
437.1621730382294, -98.24821852731566
437.1621730382294, -147.88004750593882
437.1621730382294, -164.4239904988126
437.1621730382294, -180.96793349168638
437.1621730382294, -197.51187648456107
437.1621730382294, -214.05581947743485
437.1621730382294, -230.59976247030863
436.7617706237425, -247.14370546318332
437.9629778672033, 17.559382422802628
437.9629778672033, 1.015439429928847
437.9629778672033, -15.528503562945843
437.9629778672033, -32.072446555819624
437.9629778672033, -48.616389548693405
437.9629778672033, -114.79216152019035
437.9629778672033, -131.33610451306413
438.7637826961771, 381.5261282660331
438.7637826961771, 364.98218527315885
438.7637826961771, 348.4382422802846
438.7637826961771, 331.89429928741083
438.7637826961771, 313.2823634204274
438.7637826961771, 149.9109263657956
438.7637826961771, 133.36698337292137
438.7637826961771, 116.82304038004713
438.7637826961771, 100.27909738717335
438.7637826961771, 83.73515439429912
438.7637826961771, 67.19121140142488
438.7637826961771, 50.6472684085511
438.7637826961771, 34.10332541567686
438.7637826961771, -65.1603325415681
438.7637826961771, -81.70427553444188
438.7637826961771, -98.24821852731566
438.7637826961771, -147.88004750593882
438.7637826961771, -164.4239904988126
438.7637826961771, -180.96793349168638
438.7637826961771, -197.51187648456107
438.7637826961771, -214.05581947743485
439.56458752515096, 497.3337292161518
439.56458752515096, 480.7897862232776
439.56458752515096, 464.2458432304038
439.56458752515096, 447.70190023752957
439.56458752515096, 431.15795724465534
439.56458752515096, 414.6140142517811
439.56458752515096, 398.0700712589073
439.56458752515096, 298.80641330166236
439.56458752515096, 282.2624703087886
439.56458752515096, 265.71852731591434
439.56458752515096, 249.1745843230401
439.56458752515096, 232.63064133016587
439.56458752515096, 216.0866983372921
439.56458752515096, 199.54275534441786
439.56458752515096, 182.99881235154362
439.56458752515096, 166.45486935866984
439.56458752515096, 17.559382422802628
439.56458752515096, 1.015439429928847
439.56458752515096, -15.528503562945843
439.56458752515096, -32.072446555819624
439.56458752515096, -48.616389548693405
439.56458752515096, -114.79216152019035
439.56458752515096, -131.33610451306413
440.36539235412477, 910.9323040380045
440.36539235412477, 894.3883610451303
440.36539235412477, 877.8444180522561
440.36539235412477, 861.3004750593823
440.36539235412477, 844.756532066508
440.36539235412477, 828.2125890736338
440.36539235412477, 811.66864608076
440.36539235412477, 795.1247030878858
440.36539235412477, 778.5807600950116
440.36539235412477, 762.0368171021373
440.36539235412477, 745.4928741092635
440.36539235412477, 728.9489311163893
440.36539235412477, 712.4049881235151
440.36539235412477, 695.8610451306413
440.36539235412477, 679.317102137767
440.36539235412477, 662.7731591448928
440.36539235412477, 646.2292161520186
440.36539235412477, 629.6852731591448
440.36539235412477, 613.1413301662706
440.36539235412477, 596.5973871733963
440.36539235412477, 580.0534441805225
440.36539235412477, 563.5095011876483
440.36539235412477, 546.9655581947741
440.36539235412477, 530.4216152018998
440.36539235412477, 513.8776722090261
440.36539235412477, 381.5261282660331
440.36539235412477, 364.98218527315885
440.36539235412477, 348.4382422802846
440.36539235412477, 331.89429928741083
440.36539235412477, 315.3503562945366
440.36539235412477, 149.9109263657956
440.36539235412477, 133.36698337292137
440.36539235412477, 116.82304038004713
440.36539235412477, 100.27909738717335
440.36539235412477, 83.73515439429912
440.36539235412477, 67.19121140142488
440.36539235412477, 50.6472684085511
440.36539235412477, 34.10332541567686
440.36539235412477, -63.09233966745887
440.36539235412477, -81.70427553444188
440.36539235412477, -98.24821852731566
440.36539235412477, -147.88004750593882
440.36539235412477, -164.4239904988126
439.96498993963786, -180.96793349168638
439.96498993963786, -197.51187648456107
439.96498993963786, -209.9198337292164
441.29966465459427, 1489.9703087885982
441.16619718309863, 1469.2903800475056
441.16619718309863, 1452.7464370546313
441.16619718309863, 1436.2024940617575
441.16619718309863, 1419.6585510688833
441.16619718309863, 1403.114608076009
441.16619718309863, 1386.5706650831353
441.16619718309863, 1370.026722090261
441.16619718309863, 1353.4827790973868
441.16619718309863, 1336.9388361045126
441.16619718309863, 1320.3948931116388
441.16619718309863, 1303.8509501187646
441.16619718309863, 1287.3070071258903
441.16619718309863, 1270.7630641330165
441.16619718309863, 1254.2191211401423
441.16619718309863, 1237.675178147268
441.16619718309863, 1221.1312351543938
441.16619718309863, 1204.58729216152
441.16619718309863, 1188.0433491686458
441.16619718309863, 1171.4994061757716
441.16619718309863, 1154.9554631828978
441.16619718309863, 1138.4115201900236
441.16619718309863, 1121.8675771971493
441.16619718309863, 1105.323634204275
441.16619718309863, 1088.7796912114013
441.16619718309863, 1072.235748218527
441.16619718309863, 1055.6918052256528
441.16619718309863, 1039.1478622327786
441.16619718309863, 1022.6039192399048
441.16619718309863, 1006.0599762470306
441.16619718309863, 989.5160332541564
441.16619718309863, 972.9720902612826
441.16619718309863, 956.4281472684083
441.16619718309863, 939.8842042755341
441.16619718309863, 923.3402612826599
441.29966465459427, 497.3337292161518
441.16619718309863, 476.65380047505914
441.16619718309863, 460.1098574821849
441.16619718309863, 443.5659144893111
441.16619718309863, 427.0219714964369
441.16619718309863, 410.47802850356265
441.16619718309863, 393.9340855106884
441.29966465459427, 298.80641330166236
441.16619718309863, 278.1264845605697
441.16619718309863, 261.5825415676959
441.16619718309863, 245.03859857482166
441.16619718309863, 228.49465558194743
441.16619718309863, 211.95071258907365
441.16619718309863, 195.4067695961994
441.16619718309863, 178.86282660332517
441.16619718309863, 162.31888361045094
441.29966465459427, 17.559382422802628
441.16619718309863, -3.1205463182895983
441.16619718309863, -19.66448931116429
441.16619718309863, -36.20843230403807
441.16619718309863, -52.75237529691185
441.16619718309863, -114.79216152019035
441.16619718309863, -131.33610451306413
441.9670020120725, 1779.4893111638953
441.9670020120725, 1762.945368171021
441.9670020120725, 1746.4014251781468
441.9670020120725, 1729.8574821852726
441.9670020120725, 1713.3135391923988
441.9670020120725, 1696.7695961995246
441.9670020120725, 1680.2256532066503
441.9670020120725, 1665.7497030878858
441.56659959758554, 1647.1377672209023
441.56659959758554, 1630.593824228028
441.56659959758554, 1614.0498812351539
441.56659959758554, 1597.50593824228
441.9670020120725, 1580.9619952494058
441.9670020120725, 1564.4180522565316
441.9670020120725, 1547.8741092636578
441.9670020120725, 1531.3301662707836
441.9670020120725, 1514.7862232779094
441.9670020120725, 902.6603325415676
441.9670020120725, 886.1163895486934
441.9670020120725, 869.5724465558192
441.9670020120725, 853.0285035629449
441.9670020120725, 836.4845605700712
441.9670020120725, 819.9406175771969
441.9670020120725, 803.3966745843227
441.9670020120725, 786.8527315914489
441.9670020120725, 770.3087885985747
441.9670020120725, 753.7648456057004
441.9670020120725, 737.2209026128262
441.9670020120725, 720.6769596199524
441.9670020120725, 704.1330166270782
441.9670020120725, 687.5890736342039
441.9670020120725, 671.0451306413297
441.9670020120725, 654.5011876484559
441.9670020120725, 637.9572446555817
441.9670020120725, 621.4133016627075
441.9670020120725, 604.8693586698337
441.9670020120725, 588.3254156769594
441.9670020120725, 571.7814726840852
441.9670020120725, 555.237529691211
441.9670020120725, 538.6935866983372
441.9670020120725, 522.149643705463
441.9670020120725, 373.2541567695962
441.9670020120725, 356.71021377672196
441.9670020120725, 340.1662707838477
441.9670020120725, 323.6223277909735
441.9670020120725, 137.5029691211398
441.9670020120725, 120.95902612826603
441.9670020120725, 104.4150831353918
441.9670020120725, 87.87114014251756
441.9670020120725, 71.32719714964333
441.9670020120725, 54.783254156769544
441.9670020120725, 38.23931116389531
441.9670020120725, -81.70427553444188
441.9670020120725, -98.24821852731566
441.56659959758554, -147.88004750593882
441.9670020120725, -162.35599762470338
441.56659959758554, -176.83194774346794
442.90127431254194, 1796.033254156769
442.90127431254194, 1498.2422802850351
442.7678068410463, 1477.562351543943
442.7678068410463, 1461.0184085510687
442.7678068410463, 1444.4744655581944
442.7678068410463, 1427.9305225653202
442.7678068410463, 1411.3865795724464
442.7678068410463, 1394.8426365795722
442.7678068410463, 1378.298693586698
442.7678068410463, 1361.7547505938242
442.7678068410463, 1345.21080760095
442.7678068410463, 1328.6668646080757
442.7678068410463, 1312.1229216152014
442.7678068410463, 1295.5789786223277
442.7678068410463, 1279.0350356294534
442.7678068410463, 1262.4910926365792
442.7678068410463, 1245.947149643705
442.7678068410463, 1229.4032066508312
442.7678068410463, 1212.859263657957
442.7678068410463, 1196.3153206650827
442.7678068410463, 1179.771377672209
442.7678068410463, 1163.2274346793347
442.7678068410463, 1146.6834916864605
442.7678068410463, 1130.1395486935862
442.7678068410463, 1113.5956057007124
442.7678068410463, 1097.0516627078382
442.7678068410463, 1080.507719714964
442.7678068410463, 1063.9637767220902
442.7678068410463, 1047.419833729216
442.7678068410463, 1030.8758907363417
442.7678068410463, 1014.3319477434675
442.7678068410463, 997.7880047505937
442.7678068410463, 981.2440617577195
442.7678068410463, 964.7001187648452
442.7678068410463, 948.1561757719714
442.7678068410463, 931.6122327790972
442.7678068410463, 915.068289786223
442.90127431254194, 505.6057007125887
442.7678068410463, 484.92577197149603
442.7678068410463, 468.38182897862225
442.7678068410463, 451.837885985748
442.7678068410463, 435.2939429928738
442.7678068410463, 418.75
442.7678068410463, 402.20605700712576
442.7678068410463, 385.66211401425153
442.90127431254194, 307.0783847980997
442.7678068410463, 286.398456057007
442.7678068410463, 269.8545130641328
442.7678068410463, 255.37856294536778
442.3674044265594, 240.90261282660322
442.7678068410463, 224.35866983372898
442.7678068410463, 207.81472684085475
442.7678068410463, 191.27078384798097
442.7678068410463, 174.72684085510673
442.7678068410463, 160.25089073634172
442.90127431254194, 17.559382422802628
442.7678068410463, -3.1205463182895983
442.7678068410463, -19.66448931116429
442.7678068410463, -36.20843230403807
442.7678068410463, -52.75237529691185
442.7678068410463, -69.29631828978654
442.7678068410463, -114.79216152019035
442.90127431254194, -189.23990498812327
442.3674044265594, -201.64786223277952
443.7020791415158, 1936.656769596199
443.5686116700202, 1915.9768408551067
443.5686116700202, 1899.4328978622325
443.5686116700202, 1882.8889548693583
443.5686116700202, 1866.345011876484
443.5686116700202, 1849.8010688836102
443.5686116700202, 1833.257125890736
443.5686116700202, 1816.7131828978618
443.7020791415158, 1771.217339667458
443.5686116700202, 1750.5374109263653
443.5686116700202, 1733.9934679334915
443.5686116700202, 1717.4495249406173
443.5686116700202, 1700.905581947743
443.5686116700202, 1684.3616389548692
443.5686116700202, 1667.817695961995
443.5686116700202, 1651.2737529691208
443.5686116700202, 1634.7298099762465
443.5686116700202, 1618.1858669833728
443.5686116700202, 1601.6419239904985
443.5686116700202, 1585.0979809976243
443.5686116700202, 1568.55403800475
443.5686116700202, 1552.0100950118763
443.5686116700202, 1535.466152019002
443.5686116700202, 1518.9222090261278
443.7020791415158, 894.3883610451303
443.5686116700202, 873.7084323040376
443.5686116700202, 857.1644893111638
443.5686116700202, 840.6205463182896
443.5686116700202, 824.0766033254154
443.5686116700202, 807.5326603325411
443.5686116700202, 790.9887173396673
443.5686116700202, 774.4447743467931
443.5686116700202, 757.9008313539189
443.5686116700202, 741.3568883610451
443.5686116700202, 724.8129453681709
443.5686116700202, 708.2690023752966
443.5686116700202, 691.7250593824224
443.5686116700202, 675.1811163895486
443.5686116700202, 658.6371733966744
443.5686116700202, 642.0932304038001
443.5686116700202, 625.5492874109264
443.5686116700202, 609.0053444180521
443.5686116700202, 592.4614014251779
443.5686116700202, 575.9174584323036
443.5686116700202, 559.3735154394299
443.5686116700202, 542.8295724465556
443.5686116700202, 526.2856294536814
443.5686116700202, 364.98218527315885
443.5686116700202, 348.4382422802846
443.5686116700202, 331.89429928741083
443.7020791415158, 141.6389548693587
443.5686116700202, 120.95902612826603
443.5686116700202, 106.48307600950102
443.1682092555332, 92.007125890736
443.1682092555332, 75.46318289786223
443.5686116700202, 58.91923990498799
443.5686116700202, 42.375296912113754
443.5686116700202, -87.90825415676954
443.5686116700202, -147.88004750593882
443.5686116700202, -162.35599762470338
444.369416498994, 3768.8984560570066
443.9690140845071, 3748.218527315914
443.9690140845071, 3731.67458432304
443.9690140845071, 3715.130641330166
443.9690140845071, 3698.5866983372916
443.9690140845071, 3682.0427553444174
443.9690140845071, 3665.4988123515436
443.9690140845071, 3648.9548693586694
443.9690140845071, 3632.410926365795
443.9690140845071, 3615.866983372921
443.9690140845071, 3599.323040380047
443.9690140845071, 3582.779097387173
443.9690140845071, 3566.2351543942987
443.9690140845071, 3549.691211401425
443.9690140845071, 3533.1472684085506
443.9690140845071, 3516.6033254156764
443.9690140845071, 3500.0593824228026
443.9690140845071, 3483.5154394299284
443.9690140845071, 3471.1074821852726
443.9690140845071, 3450.42755344418
443.9690140845071, 3433.8836104513057
443.9690140845071, 3417.339667458432
443.9690140845071, 3400.7957244655577
443.9690140845071, 3384.2517814726834
443.9690140845071, 3367.7078384798097
443.9690140845071, 3351.1638954869354
443.9690140845071, 3334.619952494061
443.9690140845071, 3318.0760095011874
443.9690140845071, 3301.532066508313
443.9690140845071, 3284.988123515439
444.369416498994, 2650.114311163895
444.369416498994, 2633.570368171021
443.9690140845071, 2151.7280285035627
443.9690140845071, 2135.1840855106884
443.9690140845071, 2118.6401425178146
443.9690140845071, 2102.09619952494
443.9690140845071, 2085.552256532066
443.9690140845071, 2069.008313539192
443.9690140845071, 2052.464370546318
443.9690140845071, 2035.920427553444
443.9690140845071, 2023.5124703087881
443.9690140845071, 1978.0166270783843
444.369416498994, 1957.3366983372916
444.5028839704896, 1796.033254156769
444.5028839704896, 1498.2422802850351
444.369416498994, 1477.562351543943
444.369416498994, 1461.0184085510687
444.369416498994, 1444.4744655581944
444.369416498994, 1427.9305225653202
444.369416498994, 1411.3865795724464
444.369416498994, 1394.8426365795722
444.369416498994, 1378.298693586698
444.369416498994, 1361.7547505938242
444.369416498994, 1345.21080760095
444.369416498994, 1328.6668646080757
444.369416498994, 1312.1229216152014
444.369416498994, 1295.5789786223277
444.369416498994, 1279.0350356294534
444.369416498994, 1262.4910926365792
444.369416498994, 1245.947149643705
444.369416498994, 1229.4032066508312
444.369416498994, 1212.859263657957
444.369416498994, 1196.3153206650827
444.369416498994, 1179.771377672209
444.369416498994, 1163.2274346793347
444.369416498994, 1146.6834916864605
444.369416498994, 1130.1395486935862
444.369416498994, 1113.5956057007124
444.369416498994, 1097.0516627078382
444.369416498994, 1080.507719714964
444.369416498994, 1063.9637767220902
444.369416498994, 1047.419833729216
444.369416498994, 1030.8758907363417
444.369416498994, 1014.3319477434675
444.369416498994, 997.7880047505937
444.369416498994, 981.2440617577195
444.369416498994, 964.7001187648452
444.369416498994, 948.1561757719714
444.369416498994, 931.6122327790972
444.369416498994, 915.068289786223
444.5028839704896, 505.6057007125887
444.369416498994, 484.92577197149603
444.369416498994, 468.38182897862225
444.369416498994, 451.837885985748
444.369416498994, 435.2939429928738
443.9690140845071, 427.0219714964369
444.369416498994, 381.5261282660331
444.369416498994, 315.3503562945366
444.369416498994, 298.80641330166236
444.369416498994, 282.2624703087886
444.369416498994, 265.71852731591434
444.369416498994, 249.1745843230401
444.369416498994, 232.63064133016587
444.369416498994, 218.1546912114013
443.9690140845071, 199.54275534441786
444.369416498994, 182.99881235154362
444.369416498994, 166.45486935866984
444.369416498994, 25.83135391923952
444.369416498994, 9.287410926365737
444.369416498994, -7.2565320665080435
443.9690140845071, -23.800475059382734
443.9690140845071, -36.20843230403807
444.369416498994, -73.43230403800499
444.369416498994, -104.45219714964423
444.369416498994, -120.99614014251802
444.369416498994, -174.7639548693587
444.7698189134809, 4103.913301662707
444.7698189134809, 4087.369358669833
444.7698189134809, 4070.825415676959
444.7698189134809, 4054.2814726840847
444.7698189134809, 4037.737529691211
444.7698189134809, 4021.1935866983367
444.7698189134809, 4004.6496437054625
444.7698189134809, 3988.1057007125887
444.7698189134809, 3971.5617577197145
444.7698189134809, 3955.0178147268402
444.7698189134809, 3938.473871733966
444.7698189134809, 3921.929928741092
444.7698189134809, 3905.385985748218
444.7698189134809, 3888.8420427553438
444.7698189134809, 3872.29809976247
444.7698189134809, 3855.7541567695957
444.7698189134809, 3839.2102137767215
444.7698189134809, 3822.6662707838473
444.7698189134809, 3806.1223277909735
444.7698189134809, 3789.5783847980993
445.3036887994635, 2614.9584323040376
444.7698189134809, 2598.4144893111634
444.7698189134809, 2586.006532066508
445.17022132796785, 2559.1226247030872
444.7698189134809, 2515.6947743467927
445.17022132796785, 2501.218824228028
444.7698189134809, 2453.654988123515
444.7698189134809, 2416.431116389548
444.7698189134809, 2399.8871733966744
444.7698189134809, 2383.3432304038
444.7698189134809, 2370.9352731591443
445.17022132796785, 2277.8755938242275
444.7698189134809, 2201.359857482185
445.3036887994635, 1936.656769596199
445.17022132796785, 1915.9768408551067
445.17022132796785, 1899.4328978622325
444.7698189134809, 1887.0249406175767
444.7698189134809, 1870.480997624703
445.17022132796785, 1849.8010688836102
445.17022132796785, 1833.257125890736
445.17022132796785, 1816.7131828978618
445.3036887994635, 1771.217339667458
445.17022132796785, 1750.5374109263653
445.17022132796785, 1733.9934679334915
445.17022132796785, 1717.4495249406173
445.17022132796785, 1700.905581947743
445.17022132796785, 1684.3616389548692
445.17022132796785, 1667.817695961995
445.17022132796785, 1651.2737529691208
445.17022132796785, 1634.7298099762465
445.17022132796785, 1618.1858669833728
445.17022132796785, 1601.6419239904985
445.17022132796785, 1585.0979809976243
445.17022132796785, 1568.55403800475
445.17022132796785, 1552.0100950118763
445.17022132796785, 1535.466152019002
445.17022132796785, 1518.9222090261278
445.3036887994635, 894.3883610451303
445.17022132796785, 873.7084323040376
445.17022132796785, 857.1644893111638
445.17022132796785, 840.6205463182896
445.17022132796785, 824.0766033254154
445.17022132796785, 807.5326603325411
445.17022132796785, 790.9887173396673
445.17022132796785, 774.4447743467931
445.17022132796785, 757.9008313539189
445.17022132796785, 741.3568883610451
445.17022132796785, 724.8129453681709
445.17022132796785, 708.2690023752966
445.17022132796785, 691.7250593824224
445.17022132796785, 675.1811163895486
445.17022132796785, 658.6371733966744
445.17022132796785, 642.0932304038001
445.17022132796785, 625.5492874109264
445.17022132796785, 609.0053444180521
445.17022132796785, 592.4614014251779
445.17022132796785, 575.9174584323036
445.17022132796785, 559.3735154394299
445.17022132796785, 542.8295724465556
445.17022132796785, 526.2856294536814
445.3036887994635, 414.6140142517811
445.17022132796785, 393.9340855106884
445.3036887994635, 366.3608471892321
444.7698189134809, 348.4382422802846
445.17022132796785, 327.7583135391924
444.7698189134809, 154.04691211401405
445.17022132796785, 112.68705463182869
444.7698189134809, 92.007125890736
444.7698189134809, 75.46318289786223
445.3036887994635, -89.97624703087877
445.17022132796785, -139.60807600950102
444.7698189134809, -156.1520190023757
446.10449362843735, 2978.925178147268
445.97102615694166, 2958.2452494061754
445.97102615694166, 2941.701306413301
445.97102615694166, 2925.157363420427
445.97102615694166, 2908.613420427553
445.97102615694166, 2892.069477434679
445.57062374245476, 2879.661520190023
445.57062374245476, 2863.1175771971493
445.57062374245476, 2846.573634204275
445.97102615694166, 2807.2817695961994
445.57062374245476, 2792.805819477434
445.57062374245476, 2772.1258907363417
445.57062374245476, 2759.717933491686
445.97102615694166, 2697.678147268408
445.97102615694166, 2666.658254156769
445.97102615694166, 2635.6383610451303
445.57062374245476, 2573.5985748218523
445.97102615694166, 2482.6068883610446
445.97102615694166, 2466.0629453681704
445.57062374245476, 2242.7197149643703
445.57062374245476, 2226.175771971496
445.57062374245476, 2077.2802850356293
445.97102615694166, 2060.736342042755
445.97102615694166, 2044.1923990498808
445.97102615694166, 2027.6484560570066
445.97102615694166, 2011.1045130641328
