time, signal
412.6513409961686, 4.440892098500626e-16
413.57088122605364, -0.01724137931034475
414.183908045977, 4.440892098500626e-16
414.9501915708812, -0.01724137931034475
415.86973180076626, 4.440892098500626e-16
416.6360153256705, 4.440892098500626e-16
417.2490421455939, 0.06896551724137945
417.7088122605364, 0.06896551724137945
418.32183908045977, 0.034482758620689946
419.39463601532566, 0.034482758620689946
420.00766283524905, 0.017241379310345195
420.6206896551724, 0.034482758620689946
421.3869731800766, 0.017241379310345195
422.15325670498083, -0.0344827586206895
422.7662835249042, -0.0344827586206895
423.6858237547893, -0.05172413793103381
424.1455938697318, -0.068965517241379
424.60536398467434, -0.08620689655172376
425.37164750957857, -0.08620689655172376
426.29118773946357, -0.08620689655172376
426.90421455938696, -0.0344827586206895
427.2107279693486, 4.440892098500626e-16
427.6704980842912, 0.034482758620689946
427.97701149425285, 0.1034482758620694
428.1302681992337, 0.15517241379310365
428.59003831417624, 0.17241379310344884
428.59003831417624, 0.2241379310344831
428.8965517241379, 0.29310344827586254
429.20306513409963, 0.36206896551724155
429.5095785440613, 0.41379310344827624
429.5095785440613, 0.4655172413793105
429.66283524904213, 0.517241379310345
429.66283524904213, 0.517241379310345
429.9693486590038, 0.5862068965517244
430.2758620689655, 0.6551724137931036
430.42911877394636, 0.7068965517241381
430.5823754789272, 0.7586206896551728
430.735632183908, 0.827586206896552
431.04214559386975, 0.9310344827586208
431.3486590038314, 1.0172413793103452
431.50191570881225, 1.0862068965517242
431.6551724137931, 1.1551724137931036
431.8084291187739, 1.2068965517241381
432.11494252873564, 1.2758620689655173
432.2681992337165, 1.3448275862068968
432.57471264367814, 1.396551724137931
432.88122605363986, 1.4482758620689657
433.0344827586207, 1.517241379310345
433.34099616858236, 1.5689655172413794
433.34099616858236, 1.5689655172413794
433.4942528735632, 1.6206896551724141
433.4942528735632, 1.6551724137931036
433.8007662835249, 1.7241379310344829
434.1072796934866, 1.793103448275862
434.2605363984674, 1.8275862068965518
434.5670498084291, 1.8448275862068968
434.72030651341, 1.8793103448275863
435.1800766283525, 1.896551724137931
435.48659003831415, 1.896551724137931
435.63984674329504, 1.896551724137931
435.9463601532567, 1.8793103448275863
436.2528735632184, 1.8620689655172415
436.5593869731801, 1.793103448275862
437.0191570881226, 1.7413793103448276
437.17241379310343, 1.6896551724137934
437.32567049808426, 1.6551724137931036
437.47892720306515, 1.6034482758620692
437.7854406130268, 1.5517241379310347
437.93869731800766, 1.517241379310345
437.93869731800766, 1.517241379310345
438.0919540229885, 1.4655172413793105
438.3984674329502, 1.396551724137931
438.55172413793105, 1.3448275862068968
438.7049808429119, 1.2931034482758623
438.7049808429119, 1.2758620689655173
438.8582375478927, 1.2241379310344829
439.01149425287355, 1.1724137931034484
439.1647509578544, 1.1034482758620692
439.31800766283527, 1.0689655172413794
439.4712643678161, 1
439.62452107279694, 0.9482758620689657
439.77777777777777, 0.8793103448275865
439.77777777777777, 0.8793103448275865
439.9310344827586, 0.8448275862068968
439.9310344827586, 0.7931034482758623
440.23754789272033, 0.7241379310344831
440.39080459770116, 0.6724137931034484
440.544061302682, 0.6206896551724141
440.69731800766283, 0.5689655172413797
440.85057471264366, 0.5000000000000004
441.0038314176245, 0.44827586206896575
441.1570881226054, 0.3965517241379315
441.46360153256705, 0.32758620689655205
441.7701149425287, 0.2758620689655178
442.0766283524904, 0.2241379310344831
442.2298850574713, 0.15517241379310365
442.3831417624521, 0.1379310344827589
442.53639846743295, 0.1034482758620694
442.8429118773946, 0.034482758620689946
443.455938697318, -0.0344827586206895
443.9157088122605, -0.08620689655172376
444.5287356321839, -0.13793103448275845
445.2950191570881, -0.13793103448275845
446.367816091954, -0.12068965517241326
446.9808429118774, -0.068965517241379
447.59386973180074, -0.05172413793103381
448.2068965517241, -0.01724137931034475
446.52107279693485, -0.12068965517241326
445.2950191570881, -0.12068965517241326
445.7547892720306, -0.13793103448275845
448.8199233716475, 0.017241379310345195
449.27969348659, 0.0517241379310347
450.04597701149424, 0.1034482758620694
450.65900383141764, 0.12068965517241415
451.11877394636014, 0.17241379310344884
451.88505747126436, 0.18965517241379315
452.191570881226, 0.17241379310344884
452.49808429118775, 0.1379310344827589
452.95785440613025, 0.1379310344827589
453.264367816092, 0.15517241379310365
454.183908045977, 0.15517241379310365
454.4904214559387, 0.15517241379310365
455.2567049808429, 0.1379310344827589
455.86973180076626, 0.1379310344827589
456.48275862068965, 0.1034482758620694
457.2490421455939, 0.0862068965517242
457.8620689655172, 0.06896551724137945
458.78160919540227, 0.1034482758620694
459.5478927203065, 0.0862068965517242
460.46743295019155, 0.12068965517241415
461.08045977011494, 0.1034482758620694
462.15325670498083, 0.12068965517241415
463.0727969348659, 0.12068965517241415
464.1455938697318, 0.15517241379310365
464.7586206896552, 0.12068965517241415
465.5249042145594, 0.12068965517241415
