in s,C3 in V,C4 in V
4.7500E-07,4.150E-02,4.951E+00
4.7510E-07,4.150E-02,4.951E+00
4.7520E-07,3.662E-02,4.951E+00
4.7530E-07,3.174E-02,4.951E+00
4.7540E-07,2.686E-02,4.971E+00
4.7550E-07,2.197E-02,4.971E+00
4.7560E-07,2.197E-02,4.990E+00
4.7570E-07,1.709E-02,5.010E+00
4.7580E-07,1.709E-02,5.029E+00
4.7590E-07,1.709E-02,5.049E+00
4.7600E-07,1.709E-02,5.068E+00
4.7610E-07,2.197E-02,5.068E+00
4.7620E-07,2.686E-02,5.068E+00
4.7630E-07,3.174E-02,5.068E+00
4.7640E-07,3.662E-02,5.049E+00
4.7650E-07,3.662E-02,5.029E+00
4.7660E-07,4.150E-02,5.010E+00
4.7670E-07,4.639E-02,5.010E+00
4.7680E-07,4.639E-02,4.990E+00
4.7690E-07,4.639E-02,4.990E+00
4.7700E-07,4.639E-02,4.990E+00
4.7710E-07,4.150E-02,4.990E+00
4.7720E-07,3.662E-02,5.010E+00
4.7730E-07,3.174E-02,5.010E+00
4.7740E-07,2.686E-02,5.029E+00
4.7750E-07,2.197E-02,5.029E+00
4.7760E-07,2.197E-02,5.029E+00
4.7770E-07,1.709E-02,5.029E+00
4.7780E-07,1.709E-02,5.029E+00
4.7790E-07,1.221E-02,5.010E+00
4.7800E-07,1.221E-02,4.990E+00
4.7810E-07,1.709E-02,4.990E+00
4.7820E-07,1.709E-02,4.971E+00
4.7830E-07,1.709E-02,4.951E+00
4.7840E-07,2.197E-02,4.951E+00
4.7850E-07,2.197E-02,4.951E+00
4.7860E-07,2.197E-02,4.951E+00
4.7870E-07,2.197E-02,4.971E+00
4.7880E-07,2.197E-02,4.990E+00
4.7890E-07,2.197E-02,5.010E+00
4.7900E-07,2.197E-02,5.029E+00
4.7910E-07,2.197E-02,5.049E+00
4.7920E-07,2.197E-02,5.049E+00
4.7930E-07,2.197E-02,5.068E+00
4.7940E-07,2.197E-02,5.068E+00
4.7950E-07,2.197E-02,5.068E+00
4.7960E-07,2.686E-02,5.068E+00
4.7970E-07,2.686E-02,5.068E+00
4.7980E-07,2.686E-02,5.049E+00
4.7990E-07,3.174E-02,5.049E+00
4.8000E-07,3.662E-02,5.029E+00
4.8010E-07,3.662E-02,5.029E+00
4.8020E-07,3.662E-02,5.029E+00
4.8030E-07,4.150E-02,5.029E+00
4.8040E-07,4.150E-02,5.049E+00
4.8050E-07,4.150E-02,5.049E+00
4.8060E-07,4.150E-02,5.068E+00
4.8070E-07,4.150E-02,5.068E+00
4.8080E-07,4.150E-02,5.068E+00
4.8090E-07,4.150E-02,5.068E+00
4.8100E-07,4.150E-02,5.068E+00
4.8110E-07,4.150E-02,5.049E+00
4.8120E-07,3.662E-02,5.029E+00
4.8130E-07,3.662E-02,5.029E+00
4.8140E-07,3.662E-02,5.010E+00
4.8150E-07,3.662E-02,4.990E+00
4.8160E-07,3.174E-02,4.971E+00
4.8170E-07,3.174E-02,4.971E+00
4.8180E-07,3.174E-02,4.971E+00
4.8190E-07,2.686E-02,4.971E+00
4.8200E-07,2.686E-02,4.971E+00
4.8210E-07,2.686E-02,4.990E+00
4.8220E-07,2.686E-02,4.990E+00
4.8230E-07,2.686E-02,5.010E+00
4.8240E-07,2.686E-02,5.010E+00
4.8250E-07,2.686E-02,5.010E+00
4.8260E-07,2.686E-02,5.010E+00
4.8270E-07,3.174E-02,4.990E+00
4.8280E-07,3.174E-02,4.990E+00
4.8290E-07,3.174E-02,4.971E+00
4.8300E-07,3.662E-02,4.971E+00
4.8310E-07,3.662E-02,4.951E+00
4.8320E-07,3.662E-02,4.951E+00
4.8330E-07,3.662E-02,4.951E+00
4.8340E-07,3.662E-02,4.951E+00
4.8350E-07,3.174E-02,4.971E+00
4.8360E-07,3.174E-02,4.990E+00
4.8370E-07,3.174E-02,4.990E+00
4.8380E-07,2.686E-02,5.010E+00
4.8390E-07,2.686E-02,5.029E+00
4.8400E-07,2.686E-02,5.049E+00
4.8410E-07,2.686E-02,5.049E+00
4.8420E-07,2.686E-02,5.049E+00
4.8430E-07,3.174E-02,5.049E+00
4.8440E-07,3.174E-02,5.049E+00
4.8450E-07,3.174E-02,5.029E+00
4.8460E-07,3.662E-02,5.010E+00
4.8470E-07,3.662E-02,5.010E+00
4.8480E-07,4.150E-02,4.990E+00
4.8490E-07,4.150E-02,4.990E+00
4.8500E-07,4.150E-02,4.990E+00
4.8510E-07,4.150E-02,4.990E+00
4.8520E-07,4.150E-02,4.990E+00
4.8530E-07,3.662E-02,5.010E+00
4.8540E-07,3.662E-02,5.029E+00
4.8550E-07,3.174E-02,5.029E+00
4.8560E-07,2.686E-02,5.049E+00
4.8570E-07,2.686E-02,5.049E+00
4.8580E-07,2.686E-02,5.049E+00
4.8590E-07,2.197E-02,5.049E+00
4.8600E-07,2.197E-02,5.049E+00
4.8610E-07,2.197E-02,5.049E+00
4.8620E-07,2.686E-02,5.049E+00
4.8630E-07,2.686E-02,5.049E+00
4.8640E-07,2.686E-02,5.049E+00
4.8650E-07,3.174E-02,5.049E+00
4.8660E-07,3.662E-02,5.049E+00
4.8670E-07,3.662E-02,5.068E+00
4.8680E-07,4.150E-02,5.068E+00
4.8690E-07,4.150E-02,5.088E+00
4.8700E-07,4.639E-02,5.088E+00
4.8710E-07,4.639E-02,5.088E+00
4.8720E-07,5.127E-02,5.088E+00
4.8730E-07,5.127E-02,5.088E+00
4.8740E-07,5.127E-02,5.068E+00
4.8750E-07,5.127E-02,5.068E+00
4.8760E-07,5.127E-02,5.049E+00
4.8770E-07,4.639E-02,5.010E+00
4.8780E-07,4.639E-02,4.990E+00
4.8790E-07,4.150E-02,4.971E+00
4.8800E-07,3.662E-02,4.971E+00
4.8810E-07,3.174E-02,4.951E+00
4.8820E-07,2.686E-02,4.951E+00
4.8830E-07,2.197E-02,4.951E+00
4.8840E-07,1.709E-02,4.951E+00
4.8850E-07,1.221E-02,4.971E+00
4.8860E-07,7.324E-03,4.971E+00
4.8870E-07,7.324E-03,4.990E+00
4.8880E-07,7.324E-03,5.010E+00
4.8890E-07,7.324E-03,5.010E+00
4.8900E-07,1.221E-02,5.010E+00
4.8910E-07,1.709E-02,5.010E+00
4.8920E-07,2.197E-02,5.010E+00
4.8930E-07,3.174E-02,5.010E+00
4.8940E-07,3.662E-02,5.010E+00
4.8950E-07,4.639E-02,4.990E+00
4.8960E-07,5.127E-02,4.990E+00
4.8970E-07,5.615E-02,4.990E+00
4.8980E-07,6.104E-02,4.990E+00
4.8990E-07,6.104E-02,4.990E+00
4.9000E-07,6.104E-02,5.010E+00
4.9010E-07,6.104E-02,5.010E+00
4.9020E-07,6.104E-02,5.029E+00
4.9030E-07,5.615E-02,5.029E+00
4.9040E-07,5.127E-02,5.049E+00
4.9050E-07,4.639E-02,5.049E+00
4.9060E-07,4.150E-02,5.049E+00
4.9070E-07,3.662E-02,5.049E+00
4.9080E-07,3.662E-02,5.049E+00
4.9090E-07,3.174E-02,5.029E+00
4.9100E-07,3.174E-02,5.029E+00
4.9110E-07,3.174E-02,5.010E+00
4.9120E-07,3.174E-02,5.010E+00
4.9130E-07,3.174E-02,5.010E+00
4.9140E-07,3.174E-02,5.010E+00
4.9150E-07,3.662E-02,5.010E+00
4.9160E-07,3.662E-02,5.029E+00
4.9170E-07,3.662E-02,5.029E+00
4.9180E-07,4.150E-02,5.049E+00
4.9190E-07,4.150E-02,5.049E+00
4.9200E-07,4.150E-02,5.068E+00
4.9210E-07,4.150E-02,5.068E+00
4.9220E-07,4.150E-02,5.068E+00
4.9230E-07,4.150E-02,5.068E+00
4.9240E-07,3.662E-02,5.068E+00
4.9250E-07,3.662E-02,5.068E+00
4.9260E-07,3.662E-02,5.049E+00
4.9270E-07,3.662E-02,5.049E+00
4.9280E-07,3.174E-02,5.029E+00
4.9290E-07,3.174E-02,5.029E+00
4.9300E-07,3.174E-02,5.029E+00
4.9310E-07,3.174E-02,5.029E+00
4.9320E-07,2.686E-02,5.010E+00
4.9330E-07,2.686E-02,5.010E+00
4.9340E-07,2.686E-02,5.029E+00
4.9350E-07,2.686E-02,5.029E+00
4.9360E-07,2.686E-02,5.029E+00
4.9370E-07,2.686E-02,5.029E+00
4.9380E-07,2.686E-02,5.029E+00
4.9390E-07,2.686E-02,5.029E+00
4.9400E-07,2.686E-02,5.029E+00
4.9410E-07,2.197E-02,5.029E+00
4.9420E-07,2.197E-02,5.029E+00
4.9430E-07,2.197E-02,5.010E+00
4.9440E-07,1.709E-02,5.010E+00
4.9450E-07,1.709E-02,5.010E+00
4.9460E-07,1.709E-02,5.010E+00
4.9470E-07,1.221E-02,5.010E+00
4.9480E-07,1.221E-02,5.010E+00
4.9490E-07,1.221E-02,5.010E+00
4.9500E-07,1.221E-02,5.010E+00
4.9510E-07,1.221E-02,5.029E+00
4.9520E-07,1.709E-02,5.029E+00
4.9530E-07,1.709E-02,5.029E+00
4.9540E-07,2.197E-02,5.029E+00
4.9550E-07,2.197E-02,5.029E+00
4.9560E-07,2.686E-02,5.029E+00
4.9570E-07,3.174E-02,5.029E+00
4.9580E-07,3.174E-02,5.029E+00
4.9590E-07,3.662E-02,5.010E+00
4.9600E-07,4.150E-02,5.010E+00
4.9610E-07,4.150E-02,5.010E+00
4.9620E-07,4.150E-02,5.010E+00
4.9630E-07,4.639E-02,5.010E+00
4.9640E-07,4.639E-02,5.010E+00
4.9650E-07,4.639E-02,5.010E+00
4.9660E-07,4.639E-02,5.010E+00
4.9670E-07,4.639E-02,5.010E+00
4.9680E-07,4.150E-02,5.010E+00
4.9690E-07,4.150E-02,5.010E+00
4.9700E-07,4.150E-02,5.010E+00
4.9710E-07,3.662E-02,5.010E+00
4.9720E-07,3.662E-02,5.010E+00
4.9730E-07,3.662E-02,5.010E+00
4.9740E-07,3.174E-02,5.010E+00
4.9750E-07,3.174E-02,5.010E+00
4.9760E-07,2.686E-02,5.010E+00
4.9770E-07,2.686E-02,5.010E+00
4.9780E-07,2.686E-02,5.010E+00
4.9790E-07,2.197E-02,5.010E+00
4.9800E-07,2.197E-02,5.010E+00
4.9810E-07,2.197E-02,5.029E+00
4.9820E-07,2.197E-02,5.029E+00
4.9830E-07,2.197E-02,5.029E+00
4.9840E-07,2.686E-02,5.029E+00
4.9850E-07,2.686E-02,5.029E+00
4.9860E-07,2.686E-02,5.029E+00
4.9870E-07,3.174E-02,5.029E+00
4.9880E-07,3.174E-02,5.029E+00
4.9890E-07,3.174E-02,5.029E+00
4.9900E-07,3.174E-02,5.029E+00
4.9910E-07,3.174E-02,5.029E+00
4.9920E-07,2.686E-02,5.049E+00
4.9930E-07,2.686E-02,5.049E+00
4.9940E-07,2.197E-02,5.049E+00
4.9950E-07,2.197E-02,5.068E+00
4.9960E-07,1.709E-02,5.068E+00
4.9970E-07,1.221E-02,5.068E+00
4.9980E-07,1.221E-02,5.088E+00
4.9990E-07,7.324E-03,5.088E+00
5.0000E-07,7.324E-03,5.068E+00
5.0010E-07,7.324E-03,5.068E+00
5.0020E-07,7.324E-03,5.049E+00
5.0030E-07,1.221E-02,5.049E+00
5.0040E-07,1.221E-02,5.029E+00
5.0050E-07,1.709E-02,5.010E+00
5.0060E-07,1.709E-02,4.990E+00
5.0070E-07,2.197E-02,4.990E+00
5.0080E-07,2.686E-02,4.971E+00
5.0090E-07,2.686E-02,4.971E+00
5.0100E-07,2.686E-02,4.971E+00
5.0110E-07,2.686E-02,4.971E+00
5.0120E-07,2.686E-02,4.971E+00
5.0130E-07,2.686E-02,4.990E+00
5.0140E-07,2.686E-02,4.990E+00
5.0150E-07,2.686E-02,4.990E+00
5.0160E-07,2.197E-02,5.010E+00
5.0170E-07,2.197E-02,5.010E+00
5.0180E-07,2.197E-02,5.010E+00
5.0190E-07,2.197E-02,5.010E+00
5.0200E-07,2.197E-02,5.010E+00
5.0210E-07,2.197E-02,5.010E+00
5.0220E-07,2.197E-02,5.010E+00
5.0230E-07,2.197E-02,5.010E+00
5.0240E-07,2.197E-02,5.010E+00
5.0250E-07,2.197E-02,5.010E+00
5.0260E-07,2.197E-02,5.010E+00
5.0270E-07,2.197E-02,5.010E+00
5.0280E-07,2.197E-02,5.029E+00
5.0290E-07,2.197E-02,5.029E+00
5.0300E-07,2.197E-02,5.029E+00
5.0310E-07,2.197E-02,5.029E+00
5.0320E-07,1.709E-02,5.029E+00
5.0330E-07,1.709E-02,5.029E+00
5.0340E-07,1.709E-02,5.029E+00
5.0350E-07,1.221E-02,5.010E+00
5.0360E-07,1.221E-02,5.010E+00
5.0370E-07,1.221E-02,4.990E+00
5.0380E-07,1.221E-02,4.990E+00
5.0390E-07,7.324E-03,4.971E+00
5.0400E-07,7.324E-03,4.971E+00
5.0410E-07,7.324E-03,4.971E+00
5.0420E-07,7.324E-03,4.971E+00
5.0430E-07,7.324E-03,4.990E+00
5.0440E-07,7.324E-03,4.990E+00
5.0450E-07,7.324E-03,5.010E+00
5.0460E-07,7.324E-03,5.010E+00
5.0470E-07,1.221E-02,5.029E+00
5.0480E-07,1.221E-02,5.029E+00
5.0490E-07,1.709E-02,5.029E+00
5.0500E-07,2.197E-02,5.029E+00
5.0510E-07,2.197E-02,5.029E+00
5.0520E-07,2.686E-02,5.010E+00
5.0530E-07,2.686E-02,5.010E+00
5.0540E-07,3.174E-02,4.990E+00
5.0550E-07,3.174E-02,4.990E+00
5.0560E-07,3.174E-02,4.971E+00
5.0570E-07,3.174E-02,4.971E+00
5.0580E-07,3.174E-02,4.971E+00
5.0590E-07,2.686E-02,4.971E+00
5.0600E-07,2.686E-02,4.990E+00
5.0610E-07,2.686E-02,4.990E+00
5.0620E-07,2.197E-02,5.010E+00
5.0630E-07,2.197E-02,5.029E+00
5.0640E-07,2.197E-02,5.049E+00
5.0650E-07,2.197E-02,5.049E+00
5.0660E-07,2.197E-02,5.049E+00
5.0670E-07,2.197E-02,5.049E+00
5.0680E-07,2.197E-02,5.049E+00
5.0690E-07,2.197E-02,5.049E+00
5.0700E-07,2.197E-02,5.049E+00
5.0710E-07,2.197E-02,5.029E+00
5.0720E-07,1.709E-02,5.010E+00
5.0730E-07,1.709E-02,5.010E+00
5.0740E-07,1.709E-02,5.010E+00
5.0750E-07,1.221E-02,4.990E+00
5.0760E-07,1.221E-02,4.990E+00
5.0770E-07,7.324E-03,4.990E+00
5.0780E-07,7.324E-03,4.990E+00
5.0790E-07,1.221E-02,5.010E+00
5.0800E-07,1.221E-02,5.010E+00
5.0810E-07,1.709E-02,5.010E+00
5.0820E-07,2.197E-02,5.010E+00
5.0830E-07,2.686E-02,5.010E+00
5.0840E-07,3.174E-02,5.029E+00
5.0850E-07,4.150E-02,5.029E+00
5.0860E-07,4.150E-02,5.029E+00
5.0870E-07,4.639E-02,5.029E+00
5.0880E-07,4.639E-02,5.029E+00
5.0890E-07,4.639E-02,5.029E+00
5.0900E-07,4.150E-02,5.029E+00
5.0910E-07,3.662E-02,5.029E+00
5.0920E-07,3.174E-02,5.029E+00
5.0930E-07,2.197E-02,5.029E+00
5.0940E-07,1.709E-02,5.029E+00
5.0950E-07,7.324E-03,5.029E+00
5.0960E-07,2.441E-03,5.029E+00
5.0970E-07,-2.441E-03,5.029E+00
5.0980E-07,-2.441E-03,5.029E+00
5.0990E-07,-2.441E-03,5.029E+00
5.1000E-07,-2.441E-03,5.029E+00
5.1010E-07,2.441E-03,5.010E+00
5.1020E-07,7.324E-03,5.010E+00
5.1030E-07,1.709E-02,5.010E+00
5.1040E-07,2.197E-02,5.029E+00
5.1050E-07,3.174E-02,5.029E+00
5.1060E-07,3.662E-02,5.029E+00
5.1070E-07,4.639E-02,5.049E+00
5.1080E-07,4.639E-02,5.049E+00
5.1090E-07,5.127E-02,5.068E+00
5.1100E-07,5.127E-02,5.068E+00
5.1110E-07,5.127E-02,5.068E+00
5.1120E-07,5.127E-02,5.068E+00
5.1130E-07,5.127E-02,5.068E+00
5.1140E-07,5.127E-02,5.068E+00
5.1150E-07,4.639E-02,5.049E+00
5.1160E-07,4.639E-02,5.049E+00
5.1170E-07,4.150E-02,5.029E+00
5.1180E-07,4.150E-02,5.029E+00
5.1190E-07,4.150E-02,5.029E+00
5.1200E-07,3.662E-02,5.029E+00
5.1210E-07,3.662E-02,5.029E+00
5.1220E-07,3.662E-02,5.029E+00
5.1230E-07,3.174E-02,5.049E+00
5.1240E-07,3.174E-02,5.049E+00
5.1250E-07,2.686E-02,5.068E+00
5.1260E-07,2.686E-02,5.068E+00
5.1270E-07,2.686E-02,5.068E+00
5.1280E-07,2.197E-02,5.068E+00
5.1290E-07,2.197E-02,5.068E+00
5.1300E-07,2.197E-02,5.068E+00
5.1310E-07,2.197E-02,5.049E+00
5.1320E-07,2.197E-02,5.029E+00
5.1330E-07,1.709E-02,5.029E+00
5.1340E-07,2.197E-02,5.010E+00
5.1350E-07,2.197E-02,4.990E+00
5.1360E-07,2.197E-02,4.990E+00
5.1370E-07,2.197E-02,4.990E+00
5.1380E-07,2.197E-02,4.990E+00
5.1390E-07,2.197E-02,5.010E+00
5.1400E-07,2.686E-02,5.010E+00
5.1410E-07,2.686E-02,5.029E+00
5.1420E-07,3.174E-02,5.049E+00
5.1430E-07,3.174E-02,5.049E+00
5.1440E-07,3.174E-02,5.068E+00
5.1450E-07,3.662E-02,5.068E+00
5.1460E-07,4.150E-02,5.068E+00
5.1470E-07,4.150E-02,5.068E+00
5.1480E-07,4.639E-02,5.068E+00
5.1490E-07,4.639E-02,5.049E+00
5.1500E-07,4.639E-02,5.029E+00
5.1510E-07,4.639E-02,5.029E+00
5.1520E-07,4.639E-02,5.010E+00
5.1530E-07,4.639E-02,5.010E+00
5.1540E-07,4.639E-02,5.010E+00
5.1550E-07,4.150E-02,5.010E+00
5.1560E-07,3.662E-02,5.010E+00
5.1570E-07,3.174E-02,5.010E+00
5.1580E-07,2.686E-02,5.029E+00
5.1590E-07,2.197E-02,5.029E+00
5.1600E-07,2.197E-02,5.049E+00
5.1610E-07,1.709E-02,5.049E+00
5.1620E-07,1.709E-02,5.049E+00
5.1630E-07,1.221E-02,5.049E+00
5.1640E-07,1.221E-02,5.049E+00
5.1650E-07,1.221E-02,5.049E+00
5.1660E-07,1.221E-02,5.049E+00
5.1670E-07,1.221E-02,5.029E+00
5.1680E-07,1.709E-02,5.029E+00
5.1690E-07,1.709E-02,5.029E+00
5.1700E-07,1.709E-02,5.029E+00
5.1710E-07,1.709E-02,5.029E+00
5.1720E-07,2.197E-02,5.029E+00
5.1730E-07,2.197E-02,5.029E+00
5.1740E-07,1.709E-02,5.029E+00
5.1750E-07,1.709E-02,5.029E+00
5.1760E-07,1.709E-02,5.029E+00
5.1770E-07,1.709E-02,5.029E+00
5.1780E-07,1.709E-02,5.029E+00
5.1790E-07,1.709E-02,5.029E+00
5.1800E-07,1.709E-02,5.029E+00
5.1810E-07,1.709E-02,5.010E+00
5.1820E-07,1.709E-02,5.010E+00
5.1830E-07,1.709E-02,5.010E+00
5.1840E-07,2.197E-02,5.029E+00
5.1850E-07,2.197E-02,5.029E+00
5.1860E-07,2.197E-02,5.029E+00
5.1870E-07,2.686E-02,5.049E+00
5.1880E-07,2.686E-02,5.068E+00
5.1890E-07,2.686E-02,5.068E+00
5.1900E-07,2.686E-02,5.088E+00
5.1910E-07,2.686E-02,5.088E+00
5.1920E-07,2.686E-02,5.088E+00
5.1930E-07,2.686E-02,5.088E+00
5.1940E-07,2.686E-02,5.088E+00
5.1950E-07,2.197E-02,5.068E+00
5.1960E-07,2.197E-02,5.049E+00
5.1970E-07,2.197E-02,5.029E+00
5.1980E-07,1.709E-02,5.010E+00
5.1990E-07,1.709E-02,4.990E+00
5.2000E-07,1.709E-02,4.971E+00
5.2010E-07,1.709E-02,4.971E+00
5.2020E-07,1.709E-02,4.971E+00
5.2030E-07,1.709E-02,4.971E+00
5.2040E-07,1.709E-02,4.971E+00
5.2050E-07,2.197E-02,4.990E+00
5.2060E-07,2.197E-02,5.010E+00
5.2070E-07,2.197E-02,5.010E+00
5.2080E-07,2.686E-02,5.029E+00
5.2090E-07,2.686E-02,5.049E+00
5.2100E-07,2.686E-02,5.068E+00
5.2110E-07,2.686E-02,5.068E+00
5.2120E-07,3.174E-02,5.068E+00
5.2130E-07,3.174E-02,5.068E+00
5.2140E-07,3.174E-02,5.068E+00
5.2150E-07,2.686E-02,5.068E+00
5.2160E-07,2.686E-02,5.049E+00
5.2170E-07,2.686E-02,5.049E+00
5.2180E-07,2.686E-02,5.049E+00
5.2190E-07,2.197E-02,5.029E+00
5.2200E-07,2.197E-02,5.029E+00
5.2210E-07,2.197E-02,5.029E+00
5.2220E-07,1.709E-02,5.010E+00
5.2230E-07,1.709E-02,5.010E+00
5.2240E-07,1.221E-02,5.010E+00
5.2250E-07,1.221E-02,5.010E+00
5.2260E-07,1.221E-02,5.010E+00
5.2270E-07,7.324E-03,5.010E+00
5.2280E-07,7.324E-03,5.010E+00
5.2290E-07,7.324E-03,5.010E+00
5.2300E-07,7.324E-03,5.010E+00
5.2310E-07,7.324E-03,5.010E+00
5.2320E-07,7.324E-03,5.029E+00
5.2330E-07,7.324E-03,5.029E+00
5.2340E-07,7.324E-03,5.029E+00
5.2350E-07,1.221E-02,5.049E+00
5.2360E-07,1.221E-02,5.049E+00
5.2370E-07,1.709E-02,5.068E+00
5.2380E-07,1.709E-02,5.068E+00
5.2390E-07,2.197E-02,5.068E+00
5.2400E-07,2.197E-02,5.068E+00
5.2410E-07,2.686E-02,5.068E+00
5.2420E-07,3.174E-02,5.068E+00
5.2430E-07,3.174E-02,5.049E+00
5.2440E-07,3.662E-02,5.029E+00
5.2450E-07,3.662E-02,5.029E+00
5.2460E-07,4.150E-02,5.010E+00
5.2470E-07,4.150E-02,5.010E+00
5.2480E-07,4.639E-02,4.990E+00
5.2490E-07,4.639E-02,4.990E+00
5.2500E-07,4.639E-02,4.990E+00
5.2510E-07,4.639E-02,4.990E+00
5.2520E-07,4.639E-02,4.990E+00
5.2530E-07,4.639E-02,4.990E+00
5.2540E-07,4.639E-02,5.010E+00
5.2550E-07,4.150E-02,5.010E+00
5.2560E-07,4.150E-02,5.010E+00
5.2570E-07,3.662E-02,5.010E+00
5.2580E-07,3.174E-02,5.010E+00
5.2590E-07,3.174E-02,5.010E+00
5.2600E-07,2.686E-02,4.990E+00
5.2610E-07,2.686E-02,4.990E+00
5.2620E-07,2.197E-02,4.990E+00
5.2630E-07,2.197E-02,4.971E+00
5.2640E-07,1.709E-02,4.971E+00
5.2650E-07,1.709E-02,4.971E+00
5.2660E-07,1.709E-02,4.971E+00
5.2670E-07,1.709E-02,4.971E+00
5.2680E-07,1.709E-02,4.990E+00
5.2690E-07,1.709E-02,4.990E+00
5.2700E-07,1.709E-02,5.010E+00
5.2710E-07,1.709E-02,5.010E+00
5.2720E-07,2.197E-02,5.029E+00
5.2730E-07,2.197E-02,5.029E+00
5.2740E-07,2.197E-02,5.029E+00
5.2750E-07,2.197E-02,5.029E+00
5.2760E-07,2.686E-02,5.029E+00
5.2770E-07,2.686E-02,5.029E+00
5.2780E-07,2.686E-02,5.029E+00
5.2790E-07,2.686E-02,5.029E+00
5.2800E-07,2.686E-02,5.010E+00
5.2810E-07,2.686E-02,5.010E+00
5.2820E-07,2.686E-02,5.010E+00
5.2830E-07,2.686E-02,5.010E+00
5.2840E-07,2.686E-02,5.010E+00
5.2850E-07,2.197E-02,5.010E+00
5.2860E-07,2.197E-02,5.010E+00
5.2870E-07,2.197E-02,5.010E+00
5.2880E-07,1.709E-02,5.010E+00
5.2890E-07,1.709E-02,5.010E+00
5.2900E-07,1.709E-02,5.010E+00
5.2910E-07,1.221E-02,5.010E+00
5.2920E-07,1.221E-02,5.010E+00
5.2930E-07,7.324E-03,5.010E+00
5.2940E-07,7.324E-03,5.010E+00
5.2950E-07,2.441E-03,5.010E+00
5.2960E-07,2.441E-03,5.029E+00
5.2970E-07,2.441E-03,5.029E+00
5.2980E-07,2.441E-03,5.029E+00
5.2990E-07,2.441E-03,5.049E+00
5.3000E-07,2.441E-03,5.049E+00
5.3010E-07,7.324E-03,5.068E+00
5.3020E-07,7.324E-03,5.068E+00
5.3030E-07,7.324E-03,5.068E+00
5.3040E-07,1.221E-02,5.068E+00
5.3050E-07,1.221E-02,5.068E+00
5.3060E-07,1.221E-02,5.068E+00
5.3070E-07,1.709E-02,5.049E+00
5.3080E-07,1.709E-02,5.049E+00
5.3090E-07,1.709E-02,5.049E+00
5.3100E-07,1.709E-02,5.029E+00
5.3110E-07,1.709E-02,5.029E+00
5.3120E-07,1.709E-02,5.029E+00
5.3130E-07,1.709E-02,5.029E+00
5.3140E-07,1.709E-02,5.029E+00
5.3150E-07,1.709E-02,5.049E+00
5.3160E-07,1.709E-02,5.049E+00
5.3170E-07,1.709E-02,5.049E+00
5.3180E-07,1.709E-02,5.068E+00
5.3190E-07,1.709E-02,5.068E+00
